1,0.0030515377658559993
2,0.008997729803557257
3,0.015728473056831414
4,0.021644888478487386
5,0.027070093084206447
6,0.03211497406808129
7,0.03675186082604583
8,0.04139126606688637
9,0.0462507740128554
10,0.05098713555349112
11,0.055739782577934174
12,0.06068798465793685
13,0.06549826718276525
14,0.06993107380086665
15,0.07377159664890144
16,0.0777649946782658
17,0.08168879099905733
18,0.08574759599116531
19,0.09026294025155851
20,0.09566816987713869
21,0.10003629853390836
22,0.10505041804836934
23,0.11135651927821287
24,0.11627835438443224
25,0.11627835438443224
